otu	sim	del	ins	mis	len	score	hit
59	denovo1397	96.04	2	8	1	278	1230.5	C17.2_FJ461513
60	denovo1657	93.95	4	2	11	281	1231.5	F4.2_AM748574
61	denovo1496	96.04	3	7	1	278	1235.5	C17.2_FJ461513
62	denovo3652	96.04	3	7	1	278	1235.5	C17.2_FJ461513
63	denovo3944	96.04	3	7	1	278	1235.5	C17.2_FJ461513
64	denovo5084	96.38	2	7	1	276	1236	C21.5_JF683327;C21.4_JF683326
65	denovo1771	95.71	3	7	2	280	1236.5	C31.6_HQ630878;C31_AY258496;C31.1_HQ630876
66	denovo1809	95.71	3	7	2	280	1236.5	C31.6_HQ630878;C31_AY258496;C31.1_HQ630876
67	denovo4644	95.71	3	7	2	280	1236.5	C31.6_HQ630878;C31_AY258496;C31.1_HQ630876
68	denovo5290	95.71	3	7	2	280	1236.5	C31.6_HQ630878;C31_AY258496;C31.1_HQ630876
69	denovo6621	95.71	3	7	2	280	1236.5	C31.6_HQ630878;C31_AY258496;C31.1_HQ630876
70	denovo6746	95.36	5	5	3	280	1237.5	C31.2_JF683332;C31.6_HQ630878;C31_AY258496;C31.1_HQ630876
71	denovo2167	96.03	1	6	4	277	1240	C27/C30_AY239379
72	denovo1084	96.38	3	6	1	276	1240.5	C21.11_HQ630874
73	denovo5257	96.06	3	7	1	279	1240.5	C31.9_HQ630879
74	denovo2886	96.38	3	6	1	276	1241	C21.10_JF683331
75	denovo3149	96.38	3	6	1	276	1241	C21.8_JF683329
76	denovo272	96.39	1	7	2	277	1242.5	C27/C30_AY239379
77	denovo4410	96.39	1	7	2	277	1242.5	C27/C30_AY239379
78	denovo6099	96.39	1	7	2	277	1242.5	C27/C30_AY239379
79	denovo5285	95.71	3	6	3	280	1243	C31.6_HQ630878;C31_AY258496;C31.1_HQ630876
80	denovo14	95.44	5	6	2	285	1244	C12_AF499801
81	denovo2492	96.07	3	7	1	280	1245.5	C31.3_JF683333
82	denovo4009	96.07	3	7	1	280	1245.5	C31.6_HQ630878;C31_AY258496;C31.1_HQ630876
83	denovo1325	96.4	2	7	1	278	1246	C17.2_FJ461513
84	denovo1267	96.39	2	6	2	277	1247	C27/C30_AY239379
85	denovo6622	95.71	5	4	3	280	1247.5	C31.2_JF683332;C31.6_HQ630878;C31_AY258496;C31.1_HQ630876
86	denovo6706	96.39	2	5	3	277	1248.5	C27/C30_AY239379
87	denovo4566	93.95	2	0	15	281	1248.5	F4.2_AM748574
88	denovo3128	96.39	1	6	3	277	1249	C27/C30_AY239379
89	denovo6162	96.39	1	6	3	277	1249	C27/C30_AY239379
90	denovo5861	95.41	3	5	5	283	1250	C41_AY258486
91	denovo1980	96.42	2	7	1	279	1251	C31.9_HQ630879
92	denovo3220	94.66	3	2	10	281	1251	F4.2_AM748574
93	denovo6533	96.07	3	6	2	280	1252	C31.6_HQ630878;C31_AY258496;C31.1_HQ630876
94	denovo473	95.74	4	4	4	282	1253.5	C3.15_FJ529649
95	denovo2391	100	0	0	0	251	1255	A6_AF186058
96	denovo6732	96.43	3	5	2	280	1256.5	C31.6_HQ630878;C31_AY258496;C31.1_HQ630876
97	denovo6441	94.31	2	0	14	281	1257.5	F4.2_AM748574
98	denovo1589	94.72	3	4	8	284	1257.5	F109_AJ291527
99	denovo4131	96.75	1	6	2	277	1258	C35.2_AY258500
100	denovo2912	96.74	5	4	0	276	1259.5	C17.1_JF683322
101	denovo6261	96.74	5	4	0	276	1259.5	C21.11_HQ630874
102	denovo6750	97.1	2	6	0	276	1260	C17.1_JF683322
103	denovo6266	96.13	3	6	2	284	1260.5	C31.4_JF683334
104	denovo1118	96.43	3	5	2	280	1262	C31_AY258496;C31.1_HQ630876
105	denovo6910	96.43	3	5	2	280	1262	C31.6_HQ630878;C31_AY258496;C31.1_HQ630876
106	denovo5652	96.75	2	5	2	277	1262.5	C27/C30_AY239379
107	denovo3337	96.04	6	3	2	278	1262.5	C17.2_FJ461513
108	denovo112	96.11	3	4	4	283	1263.5	C18_AY258478
109	denovo1167	95.65	3	0	9	276	1265	C21/3d/C3k_AY239372
110	denovo5665	96.11	2	4	5	283	1265	C18_AY258478
111	denovo1622	96.14	3	6	2	285	1266	C12_AF499801
112	denovo647	97.1	2	5	1	276	1266.5	C21.9_JF683330;C21/3d/C3k_AY239372
113	denovo6126	94.66	2	0	13	281	1266.5	F4.2_AM748574
114	denovo224	96.43	3	4	3	280	1268.5	C31.6_HQ630878;C31_AY258496;C31.1_HQ630876
115	denovo766	95.02	4	0	10	281	1272.5	F4.2_AM748574
116	denovo2389	95.68	3	0	9	278	1275	C17.2_FJ461513
117	denovo4355	96.38	5	1	4	276	1276	C21.10_JF683331;C21.11_HQ630874
118	denovo4297	96.45	3	5	2	282	1277	C3.15_FJ529649
119	denovo1408	96.82	1	6	2	283	1277	C3.12_FJ461507;C42_AY765402
120	denovo1209	96.79	3	4	2	280	1277.5	C31.6_HQ630878;C31_AY258496;C31.1_HQ630876
121	denovo2797	96.79	3	4	2	280	1277.5	C31.6_HQ630878;C31_AY258496;C31.1_HQ630876
122	denovo4215	96.79	2	4	3	280	1279	C31_AY258496;C31.1_HQ630876
123	denovo5617	96.74	8	1	0	276	1280.5	C17.1_JF683322
124	denovo6714	97.46	3	4	0	276	1280.5	C21.11_HQ630874
125	denovo4512	96.74	7	1	1	276	1282	C21.10_JF683331;C21.11_HQ630874
126	denovo5320	96.81	3	4	2	282	1282	C3.15_FJ529649
127	denovo1449	95.37	2	0	11	281	1284.5	F4.2_AM748574
128	denovo1981	97.46	4	3	0	276	1285.5	C21.2_JF683324
129	denovo2820	95.42	2	1	10	284	1287.5	F109_AJ291527
130	denovo3862	96.4	8	0	2	278	1288	C17.2_FJ461513
131	denovo880	96.74	6	0	3	276	1290	C21/3d/C3k_AY239372
132	denovo149	95.47	6	2	5	287	1290	G3.3_LK392377;G3.1_KC597688
133	denovo939	96.76	8	1	0	278	1290.5	C17.2_FJ461513
134	denovo189	95.73	2	0	10	281	1293.5	F4.2_AM748574
135	denovo3394	95.73	2	0	10	281	1293.5	F4.2_AM748574
136	denovo6338	95.73	2	0	10	281	1293.5	F4.2_AM748574
137	denovo716	95.73	2	0	10	281	1293.5	F4.2_AM748574
138	denovo4254	96.76	9	0	0	278	1295.5	C17.2_FJ461513
139	denovo1538	95.73	2	0	10	281	1295.5	F4.2_AM748574
140	denovo6379	96.79	3	2	4	280	1296	C31_AY258496
141	denovo2279	96.09	1	1	9	281	1297.5	F4.2_AM748574
142	denovo6105	96.76	7	0	2	278	1298.5	C17.2_FJ461513
143	denovo6761	96.09	2	0	9	281	1302	F4.2_AM748574
144	denovo3474	97.12	6	1	1	278	1302.5	C17.2_FJ461513
145	denovo4220	97.12	6	1	1	278	1302.5	C17.2_FJ461513
146	denovo242	96.09	2	0	9	281	1302.5	F4.2_AM748574
147	denovo3960	96.09	2	0	9	281	1302.5	F4.2_AM748574
148	denovo5618	96.09	2	0	9	281	1302.5	F4.2_AM748574
149	denovo6083	96.09	2	0	9	281	1302.5	F4.2_AM748574
150	denovo6377	96.09	2	0	9	281	1302.5	F4.2_AM748574
151	denovo551	96.47	5	2	3	283	1304.5	C1_JN558041;C1148_EU040178;C1.5_EF634157;C94_AJ621539
152	denovo5801	98.18	5	0	0	274	1306.5	C21.11_HQ630874
153	denovo3224	97.46	7	0	0	276	1306.5	C21/3d/C3k_AY239372
154	denovo4854	99.64	0	1	0	278	1308.5	C17.2_FJ461513
155	denovo1241	96.47	6	1	3	283	1309.5	C41_AY258486
156	denovo4126	97.46	0	1	6	276	1310.5	C21/3d/C3k_AY239372
157	denovo2509	97.13	7	0	1	279	1311.5	C31.10_HQ630880
158	denovo2777	96.44	2	0	8	281	1311.5	F4.2_AM748574
159	denovo4687	96.44	2	0	8	281	1311.5	F4.2_AM748574
160	denovo436	98.19	0	1	4	276	1312	C21/3d/C3k_AY239372
161	denovo3519	97.48	5	1	1	278	1313	C17.2_FJ461513
162	denovo4896	97.48	5	1	1	278	1313	C17.2_FJ461513
163	denovo53	96.81	6	1	2	282	1313	C3.1_JF683321
164	denovo6323	96.11	1	0	10	283	1314.5	C41_AY258486
165	denovo524	97.83	3	1	2	276	1315	C17.1_JF683322
166	denovo3878	96.17	5	1	5	287	1316	G3.3_LK392377;G3.1_KC597688
167	denovo2830	97.83	2	1	3	276	1316.5	C21/3d/C3k_AY239372
168	denovo3168	98.19	3	2	0	276	1317.5	C21/3d/C3k_AY239372
169	denovo3532	98.19	3	2	0	276	1317.5	C21/3d/C3k_AY239372
170	denovo4056	98.19	3	2	0	276	1317.5	C21/3d/C3k_AY239372
171	denovo5212	97.83	4	0	2	276	1320	C21.10_JF683331
172	denovo2441	97.83	2	0	4	276	1322	C32.1_JF683335
173	denovo5270	97.83	2	0	4	276	1322	C32.2_JF683336
174	denovo6924	97.83	6	0	0	277	1322	C35.2_AY258500
175	denovo2871	98.19	4	1	0	276	1322.5	C17_AY239370
176	denovo5523	98.19	4	1	0	276	1322.5	C21.2_JF683324
177	denovo3804	98.55	0	3	1	276	1324.5	C3h_AY239365;C21/3d/C3k_AY239372
178	denovo2904	97.83	1	0	5	276	1324.5	C21.2_JF683324;C17_AY239370
179	denovo3683	99.29	0	1	1	283	1324.5	C3_AB778606
180	denovo1085	96.82	1	1	7	283	1326	C1_JN558041;C1057_DQ480619;C94_AJ621539;C24_AY239376
181	denovo4180	99.28	1	1	0	276	1326.5	C21/3d/C3k_AY239372
182	denovo413	96.52	0	2	8	287	1326.5	G3.3_LK392377;G3.1_KC597688
183	denovo595	98.19	1	1	3	276	1327	C21/3d/C3k_AY239372
184	denovo1115	96.82	0	1	8	283	1327.5	C1d_AY258488
185	denovo3373	98.55	2	2	0	276	1328	C17_AY239370
186	denovo4992	97.83	2	0	4	277	1328	C35.2_AY258500
187	denovo5335	97.86	3	2	1	280	1328.5	C31_AY258496
188	denovo4804	98.23	1	1	3	283	1329	C41_AY258486
189	denovo2371	98.19	3	0	2	276	1330.5	C21/3d/C3k_AY239372
190	denovo6289	98.19	3	0	2	276	1330.5	C21/3d/C3k_AY239372
191	denovo6952	98.19	2	0	3	276	1331	C32.2_JF683336
192	denovo2751	98.2	4	1	0	278	1332.5	C17.2_FJ461513
193	denovo3134	98.2	4	1	0	278	1332.5	C17.2_FJ461513
194	denovo6209	97.86	1	1	4	280	1332.5	C31_AY258496
195	denovo897	97.17	7	0	1	283	1332.5	C1d_AY258488
196	denovo1778	98.55	3	1	0	276	1333	C21/3d/C3k_AY239372
197	denovo5378	98.55	3	1	0	276	1333	C21.11_HQ630874
198	denovo6220	98.55	3	1	0	276	1333	C17.1_JF683322
199	denovo6256	98.55	3	1	0	276	1333	C21.2_JF683324
200	denovo305	97.17	2	1	5	283	1333	C1_JN558041;C1225_EU074893;C94_AJ621539;C24_AY239376
201	denovo4471	98.19	1	0	4	276	1333.5	C17_AY239370
202	denovo660	97.17	2	1	5	283	1333.5	C1_JN558041;C94_AJ621539
203	denovo2552	98.2	3	1	1	278	1334	C17.2_FJ461513
204	denovo5823	98.2	3	1	1	278	1334	C17.2_FJ461513
205	denovo6777	97.86	0	1	5	280	1334	C31_AY258496
206	denovo86	98.55	2	1	1	276	1334.5	C21.8_JF683329
207	denovo5643	98.19	0	0	5	276	1335	C17_AY239370
208	denovo1297	97.17	1	1	6	283	1335	C1a_AF499788
209	denovo1404	98.2	2	1	2	278	1335.5	C17.2_FJ461513
210	denovo346	98.2	2	1	2	278	1335.5	C17.2_FJ461513
211	denovo196	96.86	0	2	7	287	1335.5	G3.3_LK392377;G3.1_KC597688
212	denovo1942	98.55	1	1	2	276	1336	C21/3d/C3k_AY239372
213	denovo3822	98.55	1	1	2	276	1336	C3ha_AY589736;C21/3d/C3k_AY239372
214	denovo1977	98.2	1	1	3	278	1337	C17.2_FJ461513
215	denovo6573	98.2	1	1	3	278	1337	C17.2_FJ461513
216	denovo4334	98.55	0	1	3	276	1337.5	C21/3d/C3k_AY239372
217	denovo6100	98.2	5	0	0	278	1337.5	C17.2_FJ461513
218	denovo1056	98.21	4	1	0	279	1337.5	C31.9_HQ630879
219	denovo371	98.57	0	3	1	280	1339	C31_AY258496
220	denovo5701	98.55	3	0	1	276	1339.5	C17_AY239370
221	denovo3704	98.55	1	0	3	276	1339.5	C32.2_JF683336
222	denovo548	98.59	0	1	3	283	1339.5	C1p_GU907652;C41_AY258486
223	denovo5674	98.2	3	0	2	278	1340.5	C17.2_FJ461513
224	denovo1484	97.53	3	1	3	283	1341	C3_AB778606;C1198_EU099810;C93_AJ621536
225	denovo2157	97.17	1	0	7	283	1341	C3_AB778606;C1182_AB294649
226	denovo6063	96.86	0	1	8	287	1342	G3.3_LK392377;G3.1_KC597688
227	denovo1635	98.55	1	0	3	276	1342.5	C32.1_JF683335
228	denovo2660	98.21	4	1	0	280	1342.5	C31.2_JF683332;C31_AY258496
229	denovo6218	97.53	2	1	4	283	1342.5	C1_JN558041;C94_AJ621539
230	denovo5579	98.56	3	1	0	278	1343	C17.2_FJ461513
231	denovo6627	98.56	3	1	0	278	1343	C17.2_FJ461513
232	denovo510	98.21	0	1	4	280	1343	C31_AY258496
233	denovo5705	98.21	0	1	4	280	1343	C31_AY258496
234	denovo870	98.21	0	1	4	280	1343	C31_AY258496
235	denovo1649	98.91	2	1	0	276	1343.5	C21.8_JF683329
236	denovo5253	98.91	2	1	0	276	1343.5	C17_AY239370
237	denovo5368	98.91	2	1	0	276	1343.5	C21/3d/C3k_AY239372
238	denovo3986	98.2	1	0	4	278	1343.5	C17.2_FJ461513
239	denovo1925	98.55	0	0	4	276	1344	C17_AY239370;C21.11_HQ630874
240	denovo2034	98.55	0	0	4	276	1344	C21/3d/C3k_AY239372
241	denovo263	98.55	0	0	4	276	1344	C17_AY239370
242	denovo2844	98.55	0	0	4	276	1344	C21.11_HQ630874
243	denovo2926	98.55	0	0	4	276	1344	C17_AY239370;C21.11_HQ630874
244	denovo3975	98.55	0	0	4	276	1344	C32.1_JF683335
245	denovo54	98.55	0	0	4	276	1344	C17_AY239370
246	denovo5680	98.55	0	0	4	276	1344	C21/3d/C3k_AY239372
247	denovo6468	98.55	0	0	4	276	1344	C17_AY239370
248	denovo6487	98.55	0	0	4	276	1344	C17_AY239370
249	denovo1425	97.53	1	1	5	283	1344	C1_JN558041;C94_AJ621539;C24_AY239376
250	denovo2322	97.53	1	1	5	283	1344	C41_AY258486
251	denovo2361	97.53	1	1	5	283	1344	C1_JN558041;C1224_EU074890;C94_AJ621539;C24_AY239376
252	denovo284	97.53	1	1	5	283	1344	C3_AB778606;C11_AF499800;C93_AJ621536;C16_AY258477
253	denovo308	97.53	1	1	5	283	1344	C41_AY258486
254	denovo3536	97.53	1	1	5	283	1344	C1_JN558041;C94_AJ621539;C24_AY239376
255	denovo4465	97.53	1	1	5	283	1344	C41_AY258486
256	denovo4891	97.53	1	1	5	283	1344	C1_JN558041;C94_AJ621539;C24_AY239376
257	denovo5854	97.53	1	1	5	283	1344	C3_AB778606;C11_AF499800;C93_AJ621536;C16_AY258477
258	denovo6057	97.53	1	1	5	283	1344	C1_JN558041;C94_AJ621539;C24_AY239376
259	denovo5305	96.83	0	0	9	284	1344	F109_AJ291527
260	denovo5043	98.91	1	1	1	276	1344.5	C21/3d/C3k_AY239372
261	denovo264	98.56	2	1	1	278	1344.5	C17.2_FJ461513
262	denovo614	98.56	2	1	1	278	1344.5	C17.2_FJ461513
263	denovo919	98.56	2	1	1	278	1344.5	C17.2_FJ461513
264	denovo5697	97.53	5	0	2	283	1344.5	C1c/C45_AY239364;C67_AY686647;C44_AY589750;C1k_AY589733
265	denovo1562	98.91	1	1	1	276	1345	C21.9_JF683330
266	denovo4719	98.91	1	1	1	276	1345	C21.11_HQ630874
267	denovo5561	98.91	1	1	1	276	1345	C21/3d/C3k_AY239372
268	denovo5484	98.21	3	0	2	279	1345	C31.10_HQ630880
269	denovo5538	97.19	1	1	6	285	1345	C3g_AY589735
270	denovo2704	98.94	2	1	0	283	1345.5	C1c/C45_AY239364;C44_AY589750
271	denovo615	98.56	1	1	2	278	1346	C17.2_FJ461513
272	denovo2977	97.86	0	0	6	280	1346	C31.6_HQ630878;C31_AY258496
273	denovo5936	97.53	4	0	3	283	1346	C1d_AY258488;C1p_GU907652
274	denovo1451	98.91	0	1	2	276	1346.5	C3ha_AY589736;C21/3d/C3k_AY239372
275	denovo4899	98.91	0	1	2	276	1346.5	C21.8_JF683329;C17_AY239370
276	denovo6433	98.94	0	2	1	284	1347	C31.4_JF683334
277	denovo1621	97.56	0	3	4	287	1347	G3.3_LK392377;G3.1_KC597688
278	denovo5169	98.21	5	0	0	280	1347.5	C31_AY258496
279	denovo1975	97.54	5	1	1	285	1347.5	C12_AF499801
280	denovo4117	98.56	4	0	0	278	1348	C17.2_FJ461513
281	denovo5135	98.56	4	0	0	278	1348	C17.2_FJ461513
282	denovo6325	98.57	3	1	0	279	1348	C31.9_HQ630879
283	denovo5387	98.91	3	0	0	276	1348.5	C17_AY239370
284	denovo3725	99.28	0	2	0	276	1349	C21/3d/C3k_AY239372
285	denovo4889	98.21	4	0	1	280	1349	C31_AY258496
286	denovo6148	97.53	2	0	5	283	1349	C1_JN558041;C24_AY239376
287	denovo2150	98.91	2	0	1	276	1350	C21.2_JF683324
288	denovo3255	98.91	2	0	1	276	1350	C21.10_JF683331
289	denovo4393	98.91	2	0	1	276	1350	C17_AY239370
290	denovo5879	98.91	2	0	1	276	1350	C21.11_HQ630874
291	denovo6191	98.91	2	0	1	276	1350	C21/3d/C3k_AY239372
292	denovo700	98.91	2	0	1	276	1350	C21.11_HQ630874
293	denovo4672	98.21	3	0	2	280	1350	C31_AY258496
294	denovo1500	98.56	2	0	2	278	1350.5	C17.2_FJ461513
295	denovo5619	98.57	1	1	2	280	1350.5	C31_AY258496
296	denovo5880	98.57	1	1	2	280	1350.5	C31_AY258496
297	denovo6664	98.91	1	0	2	276	1351	C32.2_JF683336
298	denovo2846	98.56	2	0	2	278	1351	C17.2_FJ461513
299	denovo4129	97.54	4	0	3	284	1351	C1226_EU074881;C1054_AY186565
300	denovo6670	97.54	4	0	3	284	1351	C1054_AY186565
301	denovo258	98.91	1	0	2	276	1351.5	C21/3d/C3k_AY239372
302	denovo3222	98.91	1	0	2	276	1351.5	C21/3d/C3k_AY239372
303	denovo5721	98.91	1	0	2	276	1351.5	C21/3d/C3k_AY239372
304	denovo630	97.88	2	1	3	283	1351.5	C1_JN558041
305	denovo1840	98.57	0	1	3	280	1352	C31_AY258496
306	denovo2692	98.57	0	1	3	280	1352	C31_AY258496
307	denovo537	98.57	0	1	3	280	1352	C31_AY258496
308	denovo6146	98.57	0	1	3	280	1352	C31_AY258496
309	denovo6570	98.57	0	1	3	280	1352	C31_AY258496
310	denovo2575	97.56	1	2	4	287	1352	G3.3_LK392377;G3.1_KC597688
311	denovo314	97.56	1	2	4	287	1352	G3.3_LK392377;G3.1_KC597688
312	denovo1152	98.91	0	0	3	276	1353	C17_AY239370;C21.7_JF683328;C1192_EU099820
313	denovo1525	98.91	0	0	3	276	1353	C21/3d/C3k_AY239372
314	denovo1695	98.91	0	0	3	276	1353	C21.11_HQ630874
315	denovo171	98.91	0	0	3	276	1353	C17_AY239370
316	denovo1953	98.91	0	0	3	276	1353	C21.b1_FN827162;C17.1_JF683322;C21/3d/C3k_AY239372
317	denovo2134	98.91	0	0	3	276	1353	C17_AY239370;C21.11_HQ630874
318	denovo2612	98.91	0	0	3	276	1353	C21/3d/C3k_AY239372
319	denovo2914	98.91	0	0	3	276	1353	C21.4_JF683326;C21/3d/C3k_AY239372
320	denovo3573	98.91	0	0	3	276	1353	C21.11_HQ630874
321	denovo3904	98.91	0	0	3	276	1353	C21.11_HQ630874
322	denovo3972	98.91	0	0	3	276	1353	C32.1_JF683335
323	denovo3983	98.91	0	0	3	276	1353	C17_AY239370;C21.11_HQ630874
324	denovo4186	98.91	0	0	3	276	1353	C21.11_HQ630874
325	denovo4389	98.91	0	0	3	276	1353	C17_AY239370
326	denovo4605	98.91	0	0	3	276	1353	C32.2_JF683336;C32.1_JF683335
327	denovo523	98.91	0	0	3	276	1353	C21.11_HQ630874
328	denovo5422	98.91	0	0	3	276	1353	C17_AY239370
329	denovo5600	98.91	0	0	3	276	1353	C21/3d/C3k_AY239372
330	denovo5905	98.91	0	0	3	276	1353	C21/3d/C3k_AY239372
331	denovo6300	98.91	0	0	3	276	1353	C17_AY239370
332	denovo6875	98.91	0	0	3	276	1353	C17_AY239370
333	denovo879	98.91	0	0	3	276	1353	C21.11_HQ630874
334	denovo3659	98.57	3	1	0	280	1353	C31_AY258496
335	denovo1514	97.88	1	1	4	283	1353	C41_AY258486
336	denovo159	97.88	1	1	4	283	1353	C41_AY258486
337	denovo1715	97.88	1	1	4	283	1353	C1_JN558041;C94_AJ621539
338	denovo2031	97.88	1	1	4	283	1353	C41_AY258486
339	denovo2234	97.88	1	1	4	283	1353	C41_AY258486
340	denovo2274	97.88	1	1	4	283	1353	C1_JN558041;C1225_EU074893;C94_AJ621539
341	denovo2343	97.88	1	1	4	283	1353	C3_AB778606;C93_AJ621536
342	denovo2358	97.88	1	1	4	283	1353	C1_JN558041;C94_AJ621539
343	denovo2359	97.88	1	1	4	283	1353	C1g_AY589730;C41_AY258486
344	denovo2813	97.88	1	1	4	283	1353	C3_AB778606;C11_AF499800;C93_AJ621536;C16_AY258477
345	denovo2991	97.88	1	1	4	283	1353	C41_AY258486
346	denovo3195	97.88	1	1	4	283	1353	C1_JN558041;C94_AJ621539
347	denovo3252	97.88	1	1	4	283	1353	C3_AB778606;C93_AJ621536
348	denovo335	97.88	1	1	4	283	1353	C24_AY239376
349	denovo3602	97.88	1	1	4	283	1353	C1_JN558041;C94_AJ621539
350	denovo3605	97.88	1	1	4	283	1353	C1_JN558041;C94_AJ621539
351	denovo3985	97.88	1	1	4	283	1353	C3_AB778606;C93_AJ621536;C16_AY258477
352	denovo3992	97.88	1	1	4	283	1353	C41_AY258486
353	denovo434	97.88	1	1	4	283	1353	C1_JN558041;C94_AJ621539
354	denovo4358	97.88	1	1	4	283	1353	C1_JN558041;C94_AJ621539
355	denovo4619	97.88	1	1	4	283	1353	C1_JN558041;C94_AJ621539
356	denovo4864	97.88	1	1	4	283	1353	C1_JN558041;C94_AJ621539
357	denovo5116	97.88	1	1	4	283	1353	C41_AY258486
358	denovo5187	97.88	1	1	4	283	1353	C41_AY258486
359	denovo5228	97.88	1	1	4	283	1353	C1_JN558041;C94_AJ621539
360	denovo5321	97.88	1	1	4	283	1353	C1_JN558041;C94_AJ621539;C24_AY239376
361	denovo5661	97.88	1	1	4	283	1353	C1_JN558041;C94_AJ621539
362	denovo5875	97.88	1	1	4	283	1353	C1_JN558041;C1m_AY765398;C94_AJ621539
363	denovo6010	97.88	1	1	4	283	1353	C1_JN558041;C94_AJ621539
364	denovo6098	97.88	1	1	4	283	1353	C1_JN558041;C1m_AY765398;C94_AJ621539
365	denovo6348	97.88	1	1	4	283	1353	C41_AY258486
366	denovo6444	97.88	1	1	4	283	1353	C41_AY258486
367	denovo65	97.88	1	1	4	283	1353	C1_JN558041;C94_AJ621539;C24_AY239376
368	denovo6512	97.88	1	1	4	283	1353	C3_AB778606;C11_AF499800;C93_AJ621536;C16_AY258477
369	denovo6590	97.88	1	1	4	283	1353	C1_JN558041;C94_AJ621539
